contig_id	gc_fraction	gc_percent	coverage	coverage_log10	length_bp	kraken_status	taxon_label	kraken_length	taxid	broad_taxon
NODE_13940_length_469_cov_1.160714	0.5181	51.81	2.1194	0.494071067817223	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13941_length_469_cov_0.931122	0.5117	51.17	1.7804	0.4441072798376	469	C	Vibrio navarrensis (taxid 29495)	469	29495	Vibrio
NODE_13942_length_469_cov_0.920918	0.3817	38.17	1.806	0.448087666692341	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13943_length_469_cov_0.744898	0.4051	40.51	1.2793	0.357801490502868	469	C	Vibrio (taxid 662)	469	662	Vibrio
NODE_13944_length_469_cov_0.676020	0.5139	51.39	1.2793	0.357801490502868	469	C	Vibrio vulnificus (taxid 672)	469	672	Vibrio
NODE_13945_length_468_cov_5975.982097	0.5406	54.06	6530.7521	3.81502969357151	468	C	Bacillus (taxid 1386)	468	1386	Bacillus
NODE_13946_length_468_cov_98.762148	0.4509	45.09	170.3226	2.23381465664844	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13947_length_468_cov_76.936061	0.515	51.5	132.7137	2.12617590636137	468	C	Enterobacter asburiae (taxid 61645)	468	61645	Other classified
NODE_13948_length_468_cov_76.531969	0.688	68.8	132.3141	2.12487608511044	468	C	Bradyrhizobium sp. SMVTL-02 (taxid 3395917)	468	3395917	Other classified
NODE_13949_length_468_cov_68.324808	0.4551	45.51	117.3056	2.07300530246003	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13950_length_468_cov_67.179028	0.5021	50.21	119.25	2.08008508504587	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13951_length_468_cov_63.097187	0.7158	71.58	109.406	2.04299267571279	468	C	Mycobacterium sp. BMJ-28 (taxid 3567998)	468	3567998	Other classified
NODE_13952_length_468_cov_59.585678	0.5876	58.76	102.4316	2.01465324290695	468	C	Sphingobium ummariense (taxid 420994)	468	420994	Other classified
NODE_13953_length_468_cov_55.565217	0.6624	66.24	122.1154	2.09031238044316	468	C	Caulobacter segnis (taxid 88688)	468	88688	Other classified
NODE_13954_length_468_cov_53.810742	0.5171	51.71	92.8205	1.97229774311404	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13955_length_468_cov_49.102302	0.4979	49.79	84.4573	1.93174916728267	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13956_length_468_cov_48.457801	0.6453	64.53	86.0919	1.93997776523861	468	C	Alphaproteobacteria (taxid 28211)	468	28211	Other classified
NODE_13957_length_468_cov_48.240409	0.7009	70.09	83.3547	1.92610928523219	468	C	Brevundimonas albigilva (taxid 1312364)	468	1312364	Other classified
NODE_13958_length_468_cov_47.882353	0.6261	62.61	82.7009	1.92273012780129	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13959_length_468_cov_46.859335	0.7329	73.29	81.4167	1.91601522119946	468	C	Streptomyces sp. Je 1-369 (taxid 2966192)	468	2966192	Other classified
NODE_13960_length_468_cov_46.035806	0.5278	52.78	79.1004	1.90363468484028	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13961_length_468_cov_40.741688	0.5406	54.06	70.1816	1.85236774572685	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13962_length_468_cov_38.713555	0.4594	45.94	66.5662	1.82972949439577	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13963_length_468_cov_37.524297	0.4808	48.08	64.4209	1.81571651445031	468	C	Dyadobacter fermentans DSM 18053 (taxid 471854)	468	471854	Other classified
NODE_13964_length_468_cov_34.337596	0.3868	38.68	59.1432	1.77918653160237	468	C	Arachidicoccus ginsenosidimutans (taxid 1850526)	468	1850526	Other classified
NODE_13965_length_468_cov_34.102302	0.6645	66.45	58.9444	1.77774861758172	468	C	Caulobacter sp. RL271 (taxid 3458546)	468	3458546	Other classified
NODE_13966_length_468_cov_33.260870	0.6987	69.87	57.3675	1.76617109198317	468	C	Brevundimonas albigilva (taxid 1312364)	468	1312364	Other classified
NODE_13967_length_468_cov_29.355499	0.5235	52.35	50.5385	1.71213177449423	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13968_length_468_cov_27.258312	0.5064	50.64	46.7949	1.67938155728105	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13969_length_468_cov_25.391304	0.5043	50.43	43.5897	1.64923455042131	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13970_length_468_cov_23.406650	0.6368	63.68	40.2863	1.61580596396978	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13971_length_468_cov_22.214834	0.4487	44.87	38.3697	1.59516210544705	468	C	Chitinophaga niabensis (taxid 536979)	468	536979	Other classified
NODE_13972_length_468_cov_19.971867	0.6047	60.47	34.2949	1.54771195575969	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13973_length_468_cov_18.621483	0.7201	72.01	32.1218	1.52011393043245	468	C	Caulobacter rhizosphaerae (taxid 2010972)	468	2010972	Other classified
NODE_13974_length_468_cov_16.056266	0.4509	45.09	27.5641	1.45582054482607	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13975_length_468_cov_15.869565	0.3803	38.03	27.2436	1.45092005217047	468	C	Panacibacter ginsenosidivorans (taxid 1813871)	468	1813871	Other classified
NODE_13976_length_468_cov_15.496164	0.4872	48.72	26.6026	1.44094999193735	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13977_length_468_cov_11.194373	0.3697	36.97	19.2308	1.30601305670635	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13978_length_468_cov_10.869565	0.4893	48.93	18.9124	1.29912360778936	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13979_length_468_cov_8.401535	0.4936	49.36	14.4231	1.18817167446606	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13980_length_468_cov_8.388747	0.7308	73.08	14.4231	1.18817167446606	468	C	Caulobacter sp. (taxid 78)	468	78	Other classified
NODE_13981_length_468_cov_2.053708	0.4103	41.03	3.5256	0.655676165732353	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13982_length_468_cov_1.879795	0.4402	44.02	3.3803	0.641503855682831	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13983_length_468_cov_1.864450	0.4957	49.57	3.4829	0.651559051171708	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13984_length_468_cov_1.718670	0.5363	53.63	3.2115	0.624436805027557	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13985_length_468_cov_1.572890	0.4274	42.74	3.2051	0.623776328060636	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13986_length_468_cov_1.570332	0.5363	53.63	2.8846	0.589346305830273	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13987_length_468_cov_1.506394	0.5299	52.99	2.8846	0.589346305830273	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13988_length_468_cov_1.306905	0.438	43.8	2.2436	0.51102729174635	468	C	Vibrio diabolicus (taxid 50719)	468	50719	Vibrio
NODE_13989_length_468_cov_1.138107	0.4509	45.09	4.0278	0.701377993631277	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13990_length_468_cov_1.120205	0.4274	42.74	1.9231	0.465843672937086	468	C	Vibrio (taxid 662)	468	662	Vibrio
NODE_13991_length_468_cov_1.120205	0.4765	47.65	1.9231	0.465843672937086	468	C	Vibrio navarrensis (taxid 29495)	468	29495	Vibrio
NODE_13992_length_468_cov_1.120205	0.4145	41.45	1.9231	0.465843672937086	468	U	unclassified (taxid 0)	468	0	Unclassified
NODE_13993_length_468_cov_1.002558	0.438	43.8	1.9231	0.465843672937086	468	C	Vibrio diabolicus (taxid 50719)	468	50719	Vibrio
NODE_13994_length_468_cov_0.966752	0.4829	48.29	2.6667	0.56427537855227	468	C	Vibrio vulnificus (taxid 672)	468	672	Vibrio
NODE_13995_length_468_cov_0.933504	0.4722	47.22	1.6026	0.415407425450137	468	C	Vibrio vulnificus Env1 (taxid 1246305)	468	1246305	Vibrio
NODE_13996_length_468_cov_0.933504	0.5278	52.78	1.6026	0.415407425450137	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13997_length_468_cov_0.928389	0.4359	43.59	1.6026	0.415407425450137	468	C	Vibrio diabolicus subgroup (taxid 2315253)	468	2315253	Vibrio
NODE_13998_length_468_cov_0.746803	0.5406	54.06	1.2821	0.358334670974682	468	C	Vibrio cidicii (taxid 1763883)	468	1763883	Vibrio
NODE_13999_length_467_cov_78.758974	0.6745	67.45	136.2698	2.13757500092208	467	C	Aeromicrobium erythreum (taxid 2041)	467	2041	Other classified
NODE_14000_length_467_cov_76.520513	0.6445	64.45	131.788	2.12315882978156	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14001_length_467_cov_53.069231	0.424	42.4	91.6274	1.96673947381603	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14002_length_467_cov_52.541026	0.6788	67.88	94.5203	1.98009567777336	467	C	Bradyrhizobium (taxid 374)	467	374	Other classified
NODE_14003_length_467_cov_48.197436	0.469	46.9	82.7901	1.92319270873338	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14004_length_467_cov_48.187179	0.5589	55.89	87.0343	1.94465191531378	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14005_length_467_cov_47.479487	0.7024	70.24	81.6959	1.91748397809528	467	C	Pseudomonadota (taxid 1224)	467	1224	Other classified
NODE_14006_length_467_cov_45.564103	0.7173	71.73	80.2398	1.90976884556729	467	C	Micrococcus (taxid 1269)	467	1269	Other classified
NODE_14007_length_467_cov_44.484615	0.5096	50.96	79.9786	1.90837026418924	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14008_length_467_cov_44.071795	0.7045	70.45	76.2955	1.88815421083869	467	C	Microbacterium (taxid 33882)	467	33882	Other classified
NODE_14009_length_467_cov_41.166667	0.4968	49.68	70.6531	1.855234984458	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14010_length_467_cov_41.061538	0.6702	67.02	76.0021	1.88650256940593	467	C	Caulobacter segnis (taxid 88688)	467	88688	Other classified
NODE_14011_length_467_cov_39.307692	0.5632	56.32	67.4518	1.83538487277372	467	C	Amycolatopsis sp. NBC_00345 (taxid 2975955)	467	2975955	Other classified
NODE_14012_length_467_cov_36.684615	0.3469	34.69	63.0707	1.8066594688721	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14013_length_467_cov_36.546154	0.469	46.9	73.8051	1.87393120784244	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14014_length_467_cov_36.248718	0.3555	35.55	88.2719	1.95071477808891	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14015_length_467_cov_35.751282	0.3576	35.76	61.349	1.79482949232996	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14016_length_467_cov_31.820513	0.454	45.4	54.6039	1.74510525361586	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14017_length_467_cov_31.248718	0.4711	47.11	53.6317	1.73744471486809	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14018_length_467_cov_29.710256	0.6702	67.02	81.4647	1.91626808338671	467	C	Caulobacter sp. NIBR2454 (taxid 3015996)	467	3015996	Other classified
NODE_14019_length_467_cov_28.794872	0.6488	64.88	52.3191	1.72688281012793	467	C	Reyranella sp. (taxid 1929291)	467	1929291	Reyranella
NODE_14020_length_467_cov_28.064103	0.6296	62.96	48.1692	1.69169314222524	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14021_length_467_cov_27.138462	0.4882	48.82	46.5717	1.6773486714415	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14022_length_467_cov_27.089744	0.3876	38.76	47.2077	1.68311641169175	467	C	Sediminibacterium planctonicum (taxid 575378)	467	575378	Other classified
NODE_14023_length_467_cov_25.082051	0.5717	57.17	54.3469	1.74309330090405	467	C	Alphaproteobacteria (taxid 28211)	467	28211	Other classified
NODE_14024_length_467_cov_22.025641	0.4818	48.18	37.8844	1.58977540202589	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14025_length_467_cov_19.894872	0.6403	64.03	34.257	1.54724535564127	467	C	Caulobacter sp. FWC26 (taxid 69665)	467	69665	Other classified
NODE_14026_length_467_cov_17.969231	0.3662	36.62	30.8351	1.50290621840215	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14027_length_467_cov_14.225641	0.5696	56.96	24.4111	1.40502346527036	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14028_length_467_cov_12.728205	0.3233	32.33	21.8415	1.35872462060412	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14029_length_467_cov_5.974359	0.5139	51.39	10.2655	1.05175047190734	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14030_length_467_cov_2.184615	0.4004	40.04	3.803	0.681512586638962	467	U	unclassified (taxid 0)	467	0	Unclassified
NODE_14031_length_467_cov_1.684615	0.4882	48.82	2.8908	0.590038907203444	467	C	Vibrio navarrensis (taxid 29495)	467	29495	Vibrio
NODE_14032_length_467_cov_1.674359	0.5225	52.25	2.8908	0.590038907203444	467	C	Vibrio cidicii (taxid 1763883)	467	1763883	Vibrio
NODE_14033_length_467_cov_1.497436	0.3812	38.12	2.5696	0.552619552939763	467	C	Vibrio parahaemolyticus (taxid 670)	467	670	Vibrio
NODE_14034_length_467_cov_1.497436	0.5182	51.82	2.5696	0.552619552939763	467	C	Vibrio diabolicus (taxid 50719)	467	50719	Vibrio
NODE_14035_length_467_cov_1.400000	0.4218	42.18	2.5696	0.552619552939763	467	C	Vibrio vulnificus (taxid 672)	467	672	Vibrio
NODE_14036_length_467_cov_1.028205	0.546	54.6	1.8865	0.46037156183465	467	C	Vibrio diabolicus (taxid 50719)	467	50719	Vibrio
NODE_14037_length_467_cov_0.935897	0.4625	46.25	1.606	0.415974411376566	467	C	Vibrio navarrensis (taxid 29495)	467	29495	Vibrio
NODE_14038_length_466_cov_28105.041131	0.4335	43.35	7360.9185	3.8669910052872	466	C	Bacillus (taxid 1386)	466	1386	Bacillus
NODE_14039_length_466_cov_109.007712	0.4957	49.57	187.1631	2.27453445948641	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14040_length_466_cov_76.555270	0.5536	55.36	131.3305	2.12165995344744	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14041_length_466_cov_69.568123	0.7103	71.03	121.4077	2.08780873776322	466	C	Hyphomonas sp. (taxid 87)	466	87	Other classified
NODE_14042_length_466_cov_59.043702	0.5086	50.86	102.3433	2.01428232549789	466	C	Reyranella sp. (taxid 1929291)	466	1929291	Reyranella
NODE_14043_length_466_cov_56.269923	0.6588	65.88	97.0043	1.99124513105273	466	C	Bradyrhizobium sp. 27S5 (taxid 3139728)	466	3139728	Other classified
NODE_14044_length_466_cov_56.262211	0.7039	70.39	96.5365	1.98916716731092	466	C	Sphingomonas hankookensis (taxid 563996)	466	563996	Other classified
NODE_14045_length_466_cov_55.017995	0.5193	51.93	94.6781	1.98081254239989	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14046_length_466_cov_46.496144	0.5558	55.58	80.5193	1.91126044176085	466	C	Roseibium sp. R5 (taxid 3468709)	466	3468709	Other classified
NODE_14047_length_466_cov_44.969152	0.6931	69.31	77.927	1.89722559566985	466	C	Caulobacter sp. UC70_42 (taxid 3374551)	466	3374551	Other classified
NODE_14048_length_466_cov_41.282776	0.5236	52.36	70.8133	1.85620488409886	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14049_length_466_cov_40.388175	0.618	61.8	69.4056	1.84760720392016	466	C	Pseudomonas (taxid 286)	466	286	Other classified
NODE_14050_length_466_cov_40.161954	0.3863	38.63	70.485	1.85421492151221	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14051_length_466_cov_36.380463	0.4163	41.63	63.8798	1.81210950243876	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14052_length_466_cov_31.714653	0.3927	39.27	54.3991	1.7435027093456	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14053_length_466_cov_31.591260	0.5365	53.65	54.47	1.74405816587884	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14054_length_466_cov_28.182519	0.5086	50.86	48.4764	1.69439809198753	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14055_length_466_cov_24.838046	0.676	67.6	43.1931	1.64535446695431	466	C	Neorhizobium galegae (taxid 399)	466	399	Other classified
NODE_14056_length_466_cov_21.768638	0.4979	49.79	37.3391	1.58364191371624	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14057_length_466_cov_21.118252	0.6288	62.88	37.279	1.58296058375072	466	C	Burkholderia pseudomallei (taxid 28450)	466	28450	Other classified
NODE_14058_length_466_cov_20.588689	0.4936	49.36	36.7446	1.57685482727769	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14059_length_466_cov_20.133676	0.5494	54.94	34.6545	1.55211435050863	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14060_length_466_cov_15.786632	0.5172	51.72	27.2232	1.45060625334297	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14061_length_466_cov_11.724936	0.5107	51.07	20.6888	1.33623552399228	466	C	Vibrio cidicii (taxid 1763883)	466	1763883	Vibrio
NODE_14062_length_466_cov_10.321337	0.4807	48.07	17.7039	1.27193217187784	466	C	Vibrio sp. NH-7 (taxid 3470823)	466	3470823	Vibrio
NODE_14063_length_466_cov_9.442159	0.5021	50.21	16.5815	1.24505592500013	466	C	Vibrio vulnificus (taxid 672)	466	672	Vibrio
NODE_14064_length_466_cov_5.629820	0.3004	30.04	9.6567	1.0276227399937	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14065_length_466_cov_5.562982	0.3648	36.48	29.5536	1.48506238865462	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14066_length_466_cov_1.501285	0.4227	42.27	2.5751	0.553288194064595	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14067_length_466_cov_1.501285	0.5129	51.29	2.5751	0.553288194064595	466	C	Vibrio cidicii (taxid 1763883)	466	1763883	Vibrio
NODE_14068_length_466_cov_1.501285	0.4227	42.27	2.5751	0.553288194064595	466	U	unclassified (taxid 0)	466	0	Unclassified
NODE_14069_length_466_cov_1.413882	0.5086	50.86	2.5751	0.553288194064595	466	C	Vibrio cidicii (taxid 1763883)	466	1763883	Vibrio
NODE_14070_length_466_cov_1.313625	0.4936	49.36	2.2532	0.51231076362811	466	C	Vibrio cidicii (taxid 1763883)	466	1763883	Vibrio
NODE_14071_length_466_cov_1.311054	0.4871	48.71	2.2511	0.512030328087411	466	C	Vibrio cidicii (taxid 1763883)	466	1763883	Vibrio
NODE_14072_length_466_cov_1.125964	0.4206	42.06	1.9313	0.467060268004198	466	C	Vibrio vulnificus (taxid 672)	466	672	Vibrio
NODE_14073_length_466_cov_0.938303	0.4785	47.85	1.6094	0.41654065804898	466	C	Vibrio (taxid 662)	466	662	Vibrio
NODE_14074_length_465_cov_101.265464	0.4796	47.96	174.2043	2.24354476075532	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14075_length_465_cov_79.953608	0.5118	51.18	137.2559	2.14068367366765	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14076_length_465_cov_71.293814	0.4882	48.82	124.2	2.09760432887441	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14077_length_465_cov_69.252577	0.6086	60.86	119.9269	2.0825229197366	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14078_length_465_cov_64.497423	0.486	48.6	110.9677	2.04909275718	465	C	Listeria seeligeri (taxid 1640)	465	1640	Other classified
NODE_14079_length_465_cov_56.585052	0.7097	70.97	98.0989	1.9960688338336	465	C	Ahrensiaceae (taxid 2829814)	465	2829814	Other classified
NODE_14080_length_465_cov_55.221649	0.4946	49.46	94.7613	1.98119003316897	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14081_length_465_cov_53.775773	0.5462	54.62	92.5355	1.97097647213461	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14082_length_465_cov_52.273196	0.5032	50.32	89.8172	1.9581681079669	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14083_length_465_cov_46.659794	0.4839	48.39	80	1.90848501887865	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14084_length_465_cov_40.855670	0.5161	51.61	70.3269	1.85325334918331	465	C	Gloeocapsa sp. PCC 7428 (taxid 1173026)	465	1173026	Other classified
NODE_14085_length_465_cov_36.474227	0.6	60	62.7312	1.80435209592333	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14086_length_465_cov_36.298969	0.4344	43.44	62.2581	1.80111614344585	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14087_length_465_cov_35.698454	0.4753	47.53	61.5656	1.79633561377708	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14088_length_465_cov_34.226804	0.5742	57.42	58.7097	1.77604488915746	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14089_length_465_cov_33.105670	0.6022	60.22	56.8774	1.76250901327259	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14090_length_465_cov_32.360825	0.628	62.8	55.4839	1.75192467547301	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14091_length_465_cov_27.641753	0.6624	66.24	47.9247	1.68952817130001	465	C	unclassified Mesorhizobium (taxid 325217)	465	325217	Unclassified
NODE_14092_length_465_cov_26.152062	0.4581	45.81	44.8387	1.6612322924054	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14093_length_465_cov_24.440722	0.5699	56.99	42.1398	1.63487812734284	465	U	unclassified (taxid 0)	465	0	Unclassified
NODE_14094_length_465_cov_22.953608	0.3527	35.27	39.7054	1.6096520267839	465	U	unclassified (taxid 0)	465	0	Unclassified
